Ticker,Industry,Score,PB,NCAV,GP_EV,EBIT_EV,NI_MC,GP_IV,EBIT_IV,NI_IV,REV_G,GPOA,ROA,ROE,GMGN,OMGN,NMGN,BAB_1,BIG,Beta,Performance
GAP,28,0.000605432700781176,-164.217,-217.3177,124.9777,-1.6092,-3.0325,1052.2063,-131.9883,-130.3248,-6.3227,187.7715,-1.9341,-4.9798,34.3174,,,-1.4715,2.3979,1.4715,0.9813
JD,105,0.0005735470215648625,-223.9959,-92.6545,29.58,3.6894,1.8067,110.6438,-57.0747,-81.933,9.9459,152.3346,15.2002,4.0469,14.0573,1.7533,1.0603,-1.16,2.4849,1.16,-0.0643
ROG,74,0.000558531676926343,-207.1892,-91.4543,13.3284,2.7238,4.6236,6.5701,-77.5367,-53.7643,4.1055,27.8743,4.5571,9.5795,33.0519,6.7545,11.5651,-1.4021,2.1972,1.4021,0.0143
OPEN,123,0.0005509388758742265,-156.1187,-41.9033,11.5609,-14.8021,-63.7471,-25.5655,-743.2512,-737.4711,94.078,12.9264,-13.2403,-99.5212,4.2847,,,-2.5494,2.3979,2.5494,0.609
SGMO,14,0.0005223113818569881,-33.9289,-49.0397,999999.0,999999.0,-153.3627,,-1431.604,-1633.6265,0.5402,,-929.3824,-52.0343,,,,-1.3723,2.1972,1.3723,-0.0667
FTV,66,0.0004899878398727639,-200.5506,-117.7679,15.3036,4.5742,3.5964,25.3691,-71.7193,-64.036,10.8665,27.4997,6.5756,7.2126,57.7338,17.2563,11.9951,-1.0208,2.3026,1.0208,-0.0182
RS,81,0.00048763398431122217,-208.9177,-88.0725,34.3059,16.2746,13.1155,180.1271,31.18,31.1551,20.8021,69.369,26.3267,27.4006,30.8446,14.6326,11.4204,-1.0096,2.3979,1.0096,0.0864
MMSI,79,0.0004822774048716273,-336.6561,-99.1736,13.0026,2.5315,1.7158,4.1661,-82.6378,-82.8423,7.0928,40.4283,6.2968,5.7762,45.1006,8.7807,5.7432,-0.8876,2.3026,0.8876,0.1361
NEON,66,0.00046342893201493484,-116.8789,-15.4151,61.7548,-67.085,-18.2062,136.8041,-221.0457,-282.0621,-2.8444,105.7366,-91.8905,-21.2792,85.8201,,,-1.5841,1.9459,1.5841,0.4713
GOSS,19,0.00043153162118548513,-600.4554,-89.3694,,-604.5201,-253.0474,,-2460.627,-2630.4741,,999999.0,999999.0,-1519.4369,,,,-1.9636,0.0,1.9636,0.263
CRBP,19,0.0004313812587321862,-81.4281,2.9321,999999.0,999999.0,-126.1115,,-988.28,-1361.1152,,999999.0,999999.0,-102.6902,,,,-1.8625,0.0,1.8625,-0.0171
MREO,19,0.00043031310528056203,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,,999999.0,999999.0,999999.0,,,,-1.1443,,1.1443,0.8852
EWTX,19,0.0004302863345173634,-105.2721,-6.3916,,-549.1852,-14.8254,,-160.6356,-248.2541,,999999.0,999999.0,-15.607,,,,,0.0,,0.9064
TRVI,19,0.0004300012258892983,-113.2387,-10.9415,,-289.6236,-19.1892,,-205.1048,-291.8919,,999999.0,999999.0,-21.7296,,,,-0.9346,0.0,0.9346,-0.3596
VANI,16,0.0004299660768687283,-116.7977,-16.6041,,-318.2306,-21.4706,,-341.2566,-314.7062,,999999.0,999999.0,-25.0772,,,,-0.9971,0.0,0.9971,0.0196
PAVS,0,0.00042989344877968023,-193.8042,-146.8765,0.0,-15.2815,-12.7346,-97.4177,-216.5131,-227.346,,0.0,-22.7666,-24.6802,,,,-0.9678,0.0,0.9678,-0.2403
FBRX,19,0.00042944840962924716,-33.4871,195.422,999999.0,999999.0,-85.4156,,-639.0248,-954.156,,999999.0,999999.0,-28.6032,,,,-0.5629,0.0,0.5629,0.3409
NMG,103,0.00042749449094416097,-283.4118,-101.8666,-2.5513,-27.0971,-18.4663,-119.5927,-314.6255,-284.6628,,-7.3225,-62.2173,-52.3356,,,,,0.0,,-0.0153
NKTR,19,0.00032739700668025286,-29.3148,102.6569,999999.0,999999.0,-271.6678,893.9942,-1418.3119,-2816.6783,-9.6676,999999.0,999999.0,-79.6389,76.4977,,,-1.4993,2.0794,1.4993,0.0351
ADMA,14,0.00029431154698522535,-515.2288,-89.9095,4.2016,-4.6901,-6.7334,-71.1616,-147.4105,-167.3337,90.3562,16.9311,-15.1197,-34.6922,22.8875,,,-0.98,2.1972,0.98,0.289
SOHU,45,0.00026170439865209124,-28.2787,48.2413,999999.0,999999.0,10.3421,1642.929,283.8175,3.4211,-10.9332,999999.0,999999.0,2.9246,78.7473,1.2614,4.717,-0.8106,2.1972,0.8106,0.0505
SMG,4,0.00021592748416512917,-1645.4872,-182.0611,16.4262,4.8757,-18.3708,68.677,-133.3651,-283.7075,-20.3228,28.7953,6.8378,-302.2884,22.2446,6.6028,,-1.568,2.3026,1.568,0.3682
BW,24,0.00021565556261671372,999999.0,-212.4775,24.3447,-1.6973,-1.2815,176.9116,-212.05,-112.8147,-14.2692,52.9313,-2.9524,999999.0,23.8146,,,-1.4583,2.1972,1.4583,-0.5917
ADTN,139,0.00021518707426073817,-50.607,-58.1559,32.6948,-5.5343,-8.6052,245.1172,-218.893,-186.0523,82.1543,24.883,-3.3696,-4.3549,31.9103,,,-1.2693,2.3026,1.2693,-0.1228
VYX,94,0.00021509461597672819,-130.3727,-380.9244,8.5578,-0.6256,-11.09,-110.2329,-367.0181,-210.9004,-14.0303,9.5185,-0.5566,-14.4584,21.5501,,,-1.232,2.3026,1.232,0.0344
WHR,37,0.0002148774753418951,-249.6616,-221.0098,25.4313,10.0798,-15.6892,199.7993,-37.3933,-256.8923,-10.2843,37.6455,11.9368,-39.17,15.58,6.1752,,-1.1444,2.3979,1.1444,-0.055
GFL,51,0.0002142912452033331,-248.2714,-181.4913,3.2917,0.1647,-1.9155,-118.9547,-159.3498,-119.1553,31.6299,5.2259,0.2091,-4.7557,11.7965,0.5901,,-0.9079,2.3026,0.9079,0.0816
RDIB,90,0.00021346878786728711,-624.9477,-220.4327,2.6571,-4.6471,-7.2505,-115.4056,-201.0454,-172.5048,46.0629,6.2353,-8.7243,-45.3117,7.5819,,,-0.5761,2.1972,0.5761,-0.243
SHCO,65,0.0002120407659525913,999999.0,-257.4197,23.6787,-3.5821,-13.074,125.9398,-181.1824,-230.7403,71.9426,85.1832,-10.3092,999999.0,63.6089,,,,2.1972,,-0.0175
TGLS,48,0.0001844795517652956,-442.2927,-96.7944,21.6444,14.4067,11.9355,76.2369,15.8959,19.355,44.2415,84.4019,44.9428,52.7898,48.7739,32.4642,25.8085,-1.3028,2.1972,1.3028,0.3732
FOXF,89,0.00018441312061217313,-368.6515,-92.3929,12.685,5.8895,4.5237,1.4995,-53.5843,-54.7627,23.3574,45.177,16.7802,16.6768,33.1573,15.3946,11.67,-1.276,2.3026,1.276,-0.3015
TPH,63,0.00018419077455116253,-96.4759,-13.4418,35.9463,23.8626,22.6038,221.3293,107.2612,126.0383,9.2024,34.9104,18.5399,21.8073,26.7093,17.7307,14.2336,-1.1863,2.3026,1.1863,0.2994
ICLR,15,0.00018416623468489712,-233.8239,-126.7795,9.1373,3.5738,2.2862,-32.809,-87.0918,-77.1377,41.2449,17.2166,5.387,5.3458,28.6039,11.1876,5.8682,-1.1764,2.3026,1.1764,0.1549
THRM,10,0.00018413351486320996,-269.0153,-92.4814,14.481,2.9229,1.6978,16.5593,-80.0569,-83.0217,15.1514,36.3182,5.8645,4.5674,22.716,4.5851,2.5489,-1.1632,2.3026,1.1632,-0.043
SAH,128,0.0001841297967016546,-180.7471,-197.5806,53.0431,14.5233,9.394,875.614,43.6979,-6.0596,12.9449,63.5613,13.9226,16.9794,16.5487,4.5311,1.0856,-1.1617,2.3979,1.1617,0.2113
WSC,85,0.0001840670837100875,-539.4033,-143.9364,9.8632,4.4499,3.4603,-28.7613,-87.8095,-65.397,28.0722,24.5018,8.8434,18.665,52.995,23.9091,13.6358,-1.1364,2.3026,1.1364,0.0816
IPAR,106,0.00018404923653462176,-527.0576,-93.1878,16.3399,4.7543,3.7404,31.4285,-63.3952,-62.5961,23.5512,97.4435,22.6821,19.714,63.9047,18.594,14.2985,-1.1292,2.3026,1.1292,0.047
WLY,21,0.00018398850656255086,-179.813,-176.0363,52.6589,8.1359,1.4092,430.9629,-46.8332,-85.9081,-3.0259,78.7001,9.7274,2.5339,65.7141,10.1529,1.311,-1.1047,2.3026,1.1047,-0.1329
MLM,84,0.00018387720959332703,-347.2611,-119.5244,4.8086,4.1091,3.504,-73.1026,-79.751,-64.9595,13.7976,12.0036,8.206,12.1682,23.0969,19.7371,14.1665,-1.0598,2.3026,1.0598,0.2123
VRRM,143,0.00018386506359891285,-1218.4108,-141.2948,17.7029,4.1993,3.6118,57.9861,-92.5103,-63.8818,34.6915,51.8995,9.849,44.0068,93.627,22.2095,13.7118,-1.0549,2.1972,1.0549,0.2058
CODI,62,0.00018385390911424676,-90.1272,-198.1088,20.6156,4.1777,3.7527,186.9369,-191.6997,-62.4726,11.4414,23.2058,3.762,3.3822,37.9353,7.6874,2.3983,-1.0504,2.3026,1.0504,0.2391
GLP,96,0.00018384027585521045,-116.6446,-222.7811,57.4971,19.9269,32.9706,747.234,123.3333,229.7061,46.9601,61.7413,17.1183,38.4584,9.8477,3.4129,2.7204,-1.0449,2.3979,1.0449,0.3657
BBW,125,0.0001836925409027441,-346.2267,-101.3445,66.413,16.7315,12.012,387.173,30.3886,20.1198,13.7089,319.6505,64.4241,41.5887,52.5438,13.2375,10.5867,-0.9853,2.1972,0.9853,-0.2081
PMTS,119,0.00018365015386101298,999999.0,-196.9978,36.2848,16.3354,18.7294,439.0759,70.8021,87.2942,26.8251,91.3512,32.9009,999999.0,36.9456,16.6329,8.2644,-0.9682,2.1972,0.9682,0.0624
LNG,98,0.00018363602484710258,999999.0,-191.3114,7.6339,6.9662,6.3253,-65.1053,-74.0392,-36.7475,109.857,21.4016,15.6237,999999.0,15.1983,13.8689,7.5298,-0.9625,2.3979,0.9625,0.045
CVS,129,0.0001835304290589303,-116.1497,-205.8512,45.3464,13.5535,5.6008,378.8718,12.1516,-43.992,10.3919,50.325,12.0332,6.5053,16.9016,5.0517,1.4478,-0.9199,2.4849,0.9199,0.1701
LSTR,144,0.00018349770923724312,-678.3579,-93.0787,16.4949,9.7558,7.5429,30.9123,-21.2341,-24.5713,13.7123,139.1557,65.8423,51.1677,13.0913,7.7428,6.1892,-0.9067,2.3026,0.9067,0.1002
STZ,13,0.00018348417512918162,-502.6234,-128.0592,8.4337,5.024,0.6991,-41.9027,-77.0401,-93.0093,6.8013,22.643,10.7908,3.5137,46.8596,27.9144,3.0154,-0.9073,2.3979,0.9073,-0.0154
LOMA,23,0.00018345557007294904,-1378.7247,-102.9187,5.2858,3.4023,1.1991,-58.293,-73.5127,-88.0092,122.1268,64.7519,33.3427,16.532,18.873,12.1478,4.2387,-0.8897,2.1972,0.8897,0.1667
CHRW,68,0.0001834191320897065,-698.5823,-109.4079,16.6818,11.2995,9.8724,39.6687,-11.3883,-1.276,6.9019,60.1418,32.5898,68.9668,7.5727,5.1294,3.7795,-0.875,2.3979,0.875,0.0249
COST,41,0.00018338641226801932,-1184.0008,-103.8141,11.4896,3.2474,2.5656,-7.9349,-72.6619,-74.3435,15.8348,170.6716,38.5911,30.3773,12.1487,3.4337,2.7636,-0.8618,2.4849,0.8618,0.1669
DPZ,58,0.00018330238181686815,999999.0,-137.8688,9.1242,4.1329,3.4964,-37.2308,-92.2777,-65.0357,4.126,213.3256,77.3023,999999.0,36.3357,16.4586,10.1003,-0.8279,2.3026,0.8279,0.0889
EVRG,113,0.00018329197096451314,-106.4981,-275.4875,11.8821,5.8837,6.3714,-10.8196,-115.8622,-36.286,4.8807,12.2283,4.8441,6.7854,47.0479,23.2967,11.5251,-0.8237,2.3026,0.8237,0.1251
NPK,101,0.0001830973871764492,-139.5593,-44.7217,14.1286,7.0283,4.2729,10.4655,-35.1606,-57.2709,-9.5998,21.8336,8.6889,5.9632,17.1396,8.5261,6.4533,-0.7452,2.1972,0.7452,0.0952
HSY,136,0.00018295163524347907,-1164.7421,-112.7515,10.5395,5.3011,3.9907,-17.4204,-63.9662,-60.0934,16.1398,59.5588,23.9653,46.4809,43.1774,21.7172,14.7194,-0.6864,2.3979,0.6864,-0.0292
NGVC,57,0.0001828658696502687,-173.0598,-234.3482,111.5567,11.4388,8.243,803.1775,-8.6041,-17.5695,3.2315,191.1947,15.6838,14.2654,27.9804,2.8691,2.0399,-0.6518,2.3026,0.6518,0.3407
WFRD,97,0.00018125020451574563,-1144.6366,-113.8419,17.2365,5.4168,1.7505,45.6965,-68.3365,-82.4955,18.8203,71.4831,17.9716,20.0363,30.2701,9.5128,2.5491,,2.3026,,0.0524
FCN,116,0.0001675830349527009,-359.6995,-100.1897,16.3969,5.3165,3.9377,30.2658,-55.7911,-60.6226,9.1018,63.9734,16.594,14.164,31.7914,10.3079,7.8642,-0.7325,2.3026,0.7325,0.1075
PDYN,33,0.00015308081327063228,-14.7721,403.8782,999999.0,999999.0,-603.6922,547.3621,-3567.5693,-6136.9223,187.0739,9.8651,-285.2427,-89.178,20.2828,,,,2.0794,,-0.188
SDHY,54,0.00012191807362817405,-70.584,-142.2196,,,6.9998,,,-30.0019,,,,4.9407,,,78.877,,2.0794,,0.0795
GCTS,132,0.00011278408006849838,999999.0,-120.2462,0.9331,-4.2018,-4.4431,-105.8515,-152.8428,-144.4309,-34.6928,999999.0,999999.0,999999.0,30.3138,,,,2.0794,,-0.0195
G,116,9.57026350445941e-05,-348.0928,-115.172,21.5295,7.7906,5.855,81.0942,-42.2951,-41.4496,8.6759,58.9634,17.0691,20.381,35.1484,12.7187,8.5146,-1.0012,2.3026,1.0012,-0.0265
FMAO,131,6.0713670847136366e-05,-73.3922,-1341.8044,,,14.7981,,,47.9812,17.0571,,,10.8607,,,32.6096,-1.0431,2.0794,1.0431,0.3923
BSBR,30,6.059047576093539e-05,-165.7746,-576.7671,,,8.5349,,,-14.6511,-11.3021,,,14.1487,,,36.2718,-0.9934,2.3026,0.9934,0.2898
BGR,145,6.0229764514577915e-05,-78.5387,-101.2134,,,29.0858,,,190.8578,27.9219,,,22.8436,,,79.8243,-0.8662,2.1972,0.8662,-0.01
WTFC,73,4.825685610595436e-05,-90.9863,-1203.2922,,,12.8411,,,28.4107,14.3382,,,11.6836,,,28.6465,-1.1537,2.3026,1.1537,0.2526
GOTU,102,1.4584285410530518e-05,-106.3476,-27.4001,999999.0,999999.0,-0.0615,450.4013,-14.9736,-100.6155,-61.9276,999999.0,999999.0,-0.0655,71.938,,,-0.8066,2.1972,0.8066,0.2247
GNTA,14,0.0,-276.6563,-65.5919,,-19.5986,-7.873,,-167.9745,-178.7295,,,-657.7181,-21.781,,,,,0.0,,-0.1191
CRML,82,0.0,-2913.0748,-100.014,,-0.0295,-0.0257,,-100.2203,-100.2573,,,-0.6897,-0.7495,,,,,0.0,,0.0157
GBAB,71,0.0,-78.4528,-144.2763,,,-5.0961,,,-150.9613,,,,-3.9981,,,,-0.6395,0.0,0.6395,0.0941
OCCI,145,0.0,-47.1067,-246.0618,,,-24.491,,,-344.9095,,,,-11.5369,,,,-0.8204,0.0,0.8204,0.0008
PMM,71,0.0,-60.7413,-116.5661,,,-30.6096,,,-406.0958,,,,-18.5927,,,,-0.7667,0.0,0.7667,0.1512
DEO,13,0.0,-2697.9072,-105.5562,,,,,,,,,,,,,,-0.877,,0.877,-0.0215
AEF,54,0.0,-68.4607,-130.8417,,,-50.2543,,,-602.543,,,,-34.4045,,,,-0.9309,0.0,0.9309,0.0914
AGNCM,124,0.0,-145.6005,-482.9211,,,-8.3081,,,-183.0806,,,,-12.0966,,,,-0.7338,0.0,0.7338,0.0204
CGEM,14,0.0,-71.7296,18.7062,999999.0,999999.0,31.5427,,-253.7315,215.4271,,,-155.6499,22.6255,,,,,0.0,,0.2637
GAM,71,0.0,-80.895,-125.0874,,,-16.8383,,,-268.3829,,,,-13.6213,,,,-0.915,0.0,0.915,0.1073
FTHY,71,0.0,-68.5112,-134.5145,,,-4.042,,,-140.4203,,,,-2.7692,,,,-0.663,0.0,0.663,0.0888
VKQ,145,0.0,-68.3562,-196.2149,,,-17.973,,,-279.7304,,,,-12.2857,,,,-0.6128,0.0,0.6128,0.159
ETV,70,0.0,-83.2307,-101.0252,,,-21.4217,,,-314.2169,,,,-17.8294,,,,-0.911,0.0,0.911,0.0399
OCCIN,145,0.0,-198.34,-134.6904,,,-5.8167,,,-158.1672,,,,-11.5369,,,,,0.0,,0.0204
ASA,114,0.0,-76.6615,-100.2771,,,-49.983,,,-599.8298,,,,-38.3177,,,,-0.7816,0.0,0.7816,0.1664
RWT,124,0.0,-58.9036,-1971.0726,,,-22.9836,,,-329.8365,,,,-13.5382,,,,-0.9812,0.0,0.9812,0.0627
GCV,54,0.0,-69.6335,-131.148,,,-45.2095,,,-552.095,,,,-31.481,,,,-0.8837,0.0,0.8837,-0.0241
RZLT,19,0.0,-39.3085,119.805,999999.0,999999.0,-90.7241,,-857.7365,-1007.2411,,,-313.7574,-35.6623,,,,-0.6223,0.0,0.6223,-0.1815
ETO,71,0.0,-81.8772,-135.2271,,,-32.0451,,,-420.4505,,,,-26.2376,,,,-0.938,0.0,0.938,0.1304
PSEC,55,0.0,-48.9129,-326.153,,,-4.4537,,,-144.5365,,,,-2.1784,,,,-0.8542,0.0,0.8542,0.0451
AGNCP,124,0.0,-136.4038,-508.7386,,,-8.8682,,,-188.6821,,,,-12.0966,,,,-0.7076,0.0,0.7076,0.0289
OTLK,14,0.0,-582.8095,-64.9376,,-141.9369,-103.7747,,-1078.2169,-1137.7474,,,-2237.7676,-604.809,,,,-1.1857,0.0,1.1857,0.7545
CLDX,17,-1.4767883783831968e-06,-396.0353,-76.5028,,-10.8514,-6.9557,,-142.7141,-169.5574,-49.3227,,-403.147,-27.5472,,,,-0.7811,1.9459,0.7811,0.4764
BLMN,127,-0.00019376720271114953,-692.6769,-242.0577,25.5128,11.7965,5.372,145.1413,-7.8472,-46.2804,-2.3709,66.2088,24.4906,37.2103,16.833,7.7832,2.5422,-1.1145,2.3026,1.1145,0.1359
DTIL,14,-0.00020093464699666287,-60.9602,-38.6619,999999.0,999999.0,-158.3255,,-998.7798,-1683.2548,-78.2756,999999.0,999999.0,-96.5155,,,,-1.3821,2.0794,1.3821,0.1145
FITBO,73,-0.00020542192166661546,-71.8042,-1628.1495,,,19.8882,,,98.8825,7.9403,,,14.2806,,,30.5406,-0.8951,2.3026,0.8951,0.1088
FITBI,73,-0.00020559489054217087,-84.3621,-1400.6734,,,16.9277,,,69.2774,7.9403,,,14.2806,,,30.5406,-0.7788,2.3026,0.7788,0.012
MKC,107,-0.00030297720971787497,-406.7316,-131.1922,9.4979,3.8309,3.4021,-30.0915,-86.8944,-65.9794,0.516,23.9049,7.7135,13.8372,35.8161,14.4461,10.2392,-0.7494,2.3026,0.7494,-0.0579
ESI,74,-0.0003434789284445696,-193.0916,-127.0684,15.4103,5.2619,4.7973,31.7331,-78.9216,-52.0273,6.2339,23.9444,6.5407,9.2631,37.3696,12.7599,8.5353,-1.1447,2.3026,1.1447,0.1839
GEN,33,-0.00038167624671319584,-490.4819,-215.7581,13.776,6.4385,5.8051,18.733,-88.9904,-41.9495,18.6338,24.3311,9.0974,28.4727,82.243,38.4383,18.8845,-0.8907,2.3026,0.8907,0.3081
SFNC,73,-0.0004100329499320895,-59.0497,-1353.0988,,,12.7035,,,27.0353,13.889,,,7.5014,,,28.0239,-1.1325,2.1972,1.1325,0.2072
RVTY,18,-0.0004975411619849483,-183.4502,-124.6322,11.381,4.2479,3.8502,-11.5563,-85.2208,-61.4978,-13.4799,17.5737,5.2475,7.0632,60.0826,22.4257,15.7457,-1.0815,2.3026,1.0815,0.025
APP,34,-0.0005007827554849519,-802.108,-112.124,8.975,-0.2748,-1.0755,-32.1385,-116.47,-110.7553,0.8576,38.6967,-0.9478,-8.6269,55.4122,,,,2.3026,,-0.05
OTLY,107,-0.0005038074664805986,-1293.7343,-99.5291,0.7842,-3.468,-3.1061,-93.4514,-127.3689,-131.0607,12.29,10.5148,-37.2011,-40.1843,11.0804,,,,2.1972,,0.4236
VATE,81,-0.0005692184411824487,999999.0,-630.3315,26.6903,1.6154,-27.0808,775.5946,-594.9156,-370.8075,35.853,37.7301,1.8269,999999.0,13.5223,0.8184,,-1.8957,2.3026,1.8957,-0.2484
DWSN,95,-0.0005938539317000807,-98.7398,-47.6976,-22.8477,-75.1914,-30.7755,-173.2636,-429.8368,-407.755,109.0707,-22.3815,-58.9257,-30.3877,,,,-1.1136,2.0794,1.1136,-0.2658
WHG,71,-0.0006011293920039801,-73.8061,-66.8671,67.2499,5.228,-5.0891,227.7498,-30.2504,-150.8908,-5.4556,39.9695,2.4858,-3.7561,41.1549,3.1994,,-1.0095,2.0794,1.0095,0.2834
MTX,74,-0.0006316467664165397,-106.7759,-140.4236,18.1236,9.8413,7.2778,67.0122,-31.681,-27.2224,14.3787,19.1935,8.3378,7.7709,21.8772,11.8796,5.8979,-1.155,2.3026,1.155,0.3113
ELV,78,-0.0007066485913201859,-279.6755,-165.375,,,5.9839,,,-40.1611,12.9516,,,16.7355,,,3.8826,-0.9278,2.4849,0.9278,0.0911
RMNI,123,-0.0007175741016554821,999999.0,-197.3036,192.9698,29.1708,1.6221,1025.7549,94.7537,-83.7788,9.4095,999999.0,999999.0,999999.0,62.8023,9.4937,0.7431,-1.2079,2.1972,1.2079,0.5613
CRCT,66,-0.0007361191743858648,-236.0028,-64.8409,27.1556,6.2052,4.1309,95.1499,-40.868,-58.6913,-32.1484,93.6705,17.1235,9.749,39.4781,9.021,7.3999,,2.1972,,-0.2849
SYF,55,-0.0008206226452491079,-98.8812,-820.3326,,,24.9007,,,149.0066,14.5408,,,24.6221,,,27.1509,-1.2581,2.3979,1.2581,0.261
ASLE,67,-0.0008628870845048826,-165.8843,-64.7797,25.6181,9.3146,6.2732,84.019,-20.4018,-37.2682,20.0058,50.8388,14.7878,10.4062,37.057,13.4737,11.3343,-0.8037,2.1972,0.8037,-0.1352
PPIH,112,-0.0009126126474123908,-108.7349,-55.7021,53.1505,15.4646,12.1697,372.9769,27.2007,21.6971,2.8993,57.1537,13.3035,13.2327,26.8649,7.8166,5.3633,-0.5597,2.1972,0.5597,0.0344
TFPM,114,-0.0009662229240939602,-146.1732,-96.2613,4.7124,3.7109,2.4854,-59.6819,-67.3578,-75.1461,-0.0944,7.0308,4.4291,3.633,57.895,45.5899,31.874,,2.1972,,0.0261
WEX,123,-0.0009731883763165108,-489.3463,-136.1693,16.7479,7.1516,2.5818,35.6989,-44.9476,-74.1816,27.0838,69.0374,23.5839,12.6341,68.0875,29.0742,9.9918,-1.1953,2.3026,1.1953,0.0461
WB,34,-0.000984652539111444,-70.6769,-62.6178,84.1096,28.7431,4.2761,408.0817,92.5648,-57.2393,-18.6414,54.3655,14.8628,3.0222,78.1856,26.7187,5.5801,-1.2105,2.3026,1.2105,-0.163
INVA,19,-0.001049286103390189,-158.6051,-124.4342,27.6923,18.0515,25.5814,155.307,56.7512,155.8138,-15.4458,38.9573,20.3157,40.5734,95.8372,62.4723,69.2823,-0.7837,2.1972,0.7837,0.2621
BOOT,28,-0.0010910387551792168,-316.4444,-102.4759,24.3753,9.2534,7.3545,96.8523,-26.4785,-26.455,11.3797,74.0716,22.4954,23.2729,36.8344,13.9832,10.9013,-1.4001,2.3026,1.4001,-0.0838
IP,109,-0.0011149188624018406,-134.3931,-174.8464,37.161,10.8309,10.5855,279.7841,-18.9361,5.8551,9.2858,45.3436,10.5726,14.2262,28.4391,8.2888,5.7124,-0.9958,2.3979,0.9958,0.0451
RYI,81,-0.001161918044612832,-111.2328,-91.0904,98.5772,43.2578,42.1138,921.3443,329.2221,321.138,11.4232,107.3149,37.6737,46.8443,20.7176,9.0913,6.6152,-1.3213,2.3026,1.3213,0.1937
UAA,7,-0.0011717622176415407,-151.4718,-87.2266,89.874,8.9603,7.1952,611.4162,-27.9709,-28.0479,3.8656,137.0076,10.9276,10.8987,44.7867,4.4652,3.63,-1.3871,2.3026,1.3871,0.2955
CAE,66,-0.0012144639167050223,-221.7465,-135.5021,8.4427,3.5041,2.2988,-40.9359,-90.7643,-77.012,18.963,15.1211,5.0207,5.0975,27.0159,11.2128,5.8325,-1.1383,2.3026,1.1383,-0.0704
AES,46,-0.0012415682464991418,-190.5347,-387.6242,7.7492,7.1197,-1.5754,-145.6204,-164.9173,-115.7545,13.2484,9.8386,7.2314,-3.0018,20.195,18.5543,,-1.1086,2.3979,1.1086,0.3812
SBAC,124,-0.0012753193228210973,999999.0,-174.3155,5.8848,2.9813,2.0389,-85.6366,-123.2244,-79.6115,14.0599,26.2726,10.6478,999999.0,74.6094,37.7973,15.9742,-1.0019,2.3026,1.0019,0.2909
FMBH,73,-0.0013051386557490507,-81.2524,-1287.8745,,,14.1964,,,41.9635,8.642,,,11.5349,,,28.679,-0.9918,2.1972,0.9918,0.3116
FBRT,124,-0.001305768823268168,-54.6754,30.0192,4.0054,1.9586,1.2808,-406.6409,-504.6193,-87.1924,65.7395,3.69,1.4435,0.7003,56.3028,27.5318,3.0087,,2.1972,,0.0637
AIT,67,-0.0013594249195634186,-403.7163,-92.2706,20.8719,7.6735,6.1116,70.1384,-40.4351,-38.8838,15.8008,74.1127,21.798,24.6736,29.1644,10.7223,8.1547,-1.106,2.3026,1.106,0.1045
REVG,9,-0.0013615590984881255,-175.7084,-99.8877,24.4721,4.5681,1.9757,120.8149,-80.0438,-80.2434,-2.0665,37.1677,5.5504,3.4714,10.615,1.9815,0.6794,-0.9531,2.3026,0.9531,0.1116
PAA,92,-0.001406960378459984,-68.2918,-197.7375,9.2393,7.6471,12.4573,-58.5159,-87.0877,24.5731,36.2755,8.8255,5.8437,8.5073,3.289,2.7223,1.9769,-0.8269,2.3979,0.8269,0.0261
BGM,19,-0.0014249915150818851,-51.1889,-27.2411,35.7898,14.4585,4.4373,115.2246,9.6894,-55.6269,13.5817,14.716,4.756,2.2714,9.6019,3.879,1.925,,2.0794,,-0.1842
VOXR,114,-0.0014252155193272189,-238.8135,-99.5516,8.2887,0.5589,1.6989,-32.0276,-90.8136,-83.0107,124.3608,21.332,1.1507,4.0573,81.3386,5.4844,17.5377,-0.5691,1.9459,0.5691,0.0616
HUM,78,-0.0015100320236952809,-390.4861,-146.128,,,4.7559,,,-52.4407,11.8054,,,18.5712,,,3.0735,-0.8893,2.3979,0.8893,-0.0421
LFVN,19,-0.001517233892225421,-236.3252,-78.5515,282.0386,7.0654,3.907,1587.3717,-32.0053,-60.9303,6.7643,1303.3655,26.1208,9.2332,100.471,2.5169,1.8906,-1.1511,2.1972,1.1511,-0.1145
KMDA,19,-0.0015208487609443412,-133.2133,-103.1363,21.4597,2.0824,-0.7707,66.5266,-77.3514,-107.7072,24.794,29.3418,2.2778,-1.0267,36.109,3.504,,-0.8139,2.1972,0.8139,0.145
DD,74,-0.0015331477905849494,-119.3835,-109.0129,12.8868,5.6462,3.5915,3.4357,-60.8791,-64.0849,3.589,15.3185,5.3693,4.2877,35.4536,15.5335,8.8991,-1.0176,2.3979,1.0176,0.0625
SCSC,130,-0.0015638748372631304,-84.6895,-33.5189,42.3644,12.8144,12.7144,330.4451,3.479,27.1436,7.3029,37.4672,9.0665,10.7677,11.8604,3.5875,2.5736,-1.0308,2.3026,1.0308,0.2923
EIG,118,-0.0015827164514090615,-107.4486,-373.2793,999999.0,999999.0,4.4001,,,-55.9993,1.4792,999999.0,999999.0,4.7278,,,6.2565,-0.7418,2.1972,0.7418,0.0165
